1753034054,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034060,hook_secs,0,type:pre,tool:Bash
1753034060,hook_pre_tool_use_total,1,tool:Bash
1753034121,hook_secs,0,type:post,tool:Bash
1753034121,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034134,hook_secs,0,type:pre,tool:Bash
1753034134,hook_pre_tool_use_total,1,tool:Bash
1753034134,hook_secs,0,type:post,tool:Bash
1753034134,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034139,hook_secs,0,type:pre,tool:Bash
1753034139,hook_pre_tool_use_total,1,tool:Bash
1753034140,hook_secs,0,type:post,tool:Bash
1753034140,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034144,hook_secs,0,type:pre,tool:Bash
1753034144,hook_pre_tool_use_total,1,tool:Bash
1753034145,hook_secs,0,type:post,tool:Bash
1753034145,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034155,hook_secs,0,type:pre,tool:Bash
1753034155,hook_pre_tool_use_total,1,tool:Bash
1753034176,hook_secs,0,type:pre,tool:Bash
1753034176,hook_pre_tool_use_total,1,tool:Bash
1753034176,hook_secs,0,type:post,tool:Bash
1753034176,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034181,hook_secs,0,type:pre,tool:Bash
1753034181,hook_pre_tool_use_total,1,tool:Bash
1753034181,hook_secs,0,type:post,tool:Bash
1753034181,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034185,hook_secs,0,type:pre,tool:Bash
1753034185,hook_pre_tool_use_total,1,tool:Bash
1753034185,hook_secs,0,type:post,tool:Bash
1753034185,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034190,hook_secs,1000,type:pre,tool:Bash
1753034190,hook_pre_tool_use_total,1,tool:Bash
1753034190,hook_secs,0,type:post,tool:Bash
1753034190,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034201,hook_secs,0,type:pre,tool:Bash
1753034201,hook_pre_tool_use_total,1,tool:Bash
1753034201,hook_secs,0,type:post,tool:Bash
1753034201,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034205,hook_secs,0,type:pre,tool:Bash
1753034205,hook_pre_tool_use_total,1,tool:Bash
1753034205,hook_secs,0,type:post,tool:Bash
1753034205,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034210,hook_secs,0,type:pre,tool:Bash
1753034210,hook_pre_tool_use_total,1,tool:Bash
1753034226,hook_secs,0,type:pre,tool:Bash
1753034226,hook_pre_tool_use_total,1,tool:Bash
1753034226,hook_secs,0,type:post,tool:Bash
1753034226,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034238,hook_secs,0,type:pre,tool:Bash
1753034238,hook_pre_tool_use_total,1,tool:Bash
1753034386,hook_secs,0,type:post,tool:Bash
1753034386,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034392,hook_secs,0,type:pre,tool:Bash
1753034392,hook_pre_tool_use_total,1,tool:Bash
1753034420,hook_secs,0,type:post,tool:Bash
1753034420,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034424,hook_secs,0,type:pre,tool:Bash
1753034424,hook_pre_tool_use_total,1,tool:Bash
1753034424,phase_completion_trigger_total,1,phase:test-phase
1753034424,hook_secs,0,type:post,tool:Bash
1753034424,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034439,hook_secs,0,type:pre,tool:Bash
1753034439,hook_pre_tool_use_total,1,tool:Bash
1753034452,hook_secs,0,type:pre,tool:Bash
1753034452,hook_pre_tool_use_total,1,tool:Bash
1753034453,hook_secs,0,type:post,tool:Bash
1753034453,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034458,hook_secs,0,type:pre,tool:Bash
1753034458,hook_pre_tool_use_total,1,tool:Bash
1753034458,hook_secs,0,type:post,tool:Bash
1753034458,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034558,hook_secs,0,type:user-prompt-submit,tool:
1753034618,hook_secs,0,type:pre,tool:Bash
1753034618,hook_pre_tool_use_total,1,tool:Bash
1753034673,hook_secs,0,type:post,tool:Bash
1753034673,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034707,hook_secs,0,type:pre,tool:Bash
1753034707,hook_pre_tool_use_total,1,tool:Bash
1753034707,hook_secs,0,type:post,tool:Bash
1753034707,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034712,hook_secs,0,type:pre,tool:Bash
1753034712,hook_pre_tool_use_total,1,tool:Bash
1753034726,hook_secs,0,type:pre,tool:Bash
1753034726,hook_pre_tool_use_total,1,tool:Bash
1753034756,hook_secs,0,type:post,tool:Bash
1753034756,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034764,hook_secs,0,type:pre,tool:Bash
1753034764,hook_pre_tool_use_total,1,tool:Bash
1753034776,hook_secs,0,type:post,tool:Bash
1753034776,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753034918,hook_secs,1000,type:user-prompt-submit,tool:
1753035228,hook_secs,0,type:user-prompt-submit,tool:
1753035362,hook_secs,0,type:pre,tool:Bash
1753035362,hook_pre_tool_use_total,1,tool:Bash
1753035362,hook_secs,0,type:post,tool:Bash
1753035362,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035583,hook_secs,0,type:user-prompt-submit,tool:
1753035616,hook_secs,0,type:pre,tool:Bash
1753035616,hook_pre_tool_use_total,1,tool:Bash
1753035643,hook_secs,0,type:post,tool:Bash
1753035643,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035659,hook_secs,0,type:pre,tool:Bash
1753035659,hook_pre_tool_use_total,1,tool:Bash
1753035659,hook_secs,0,type:post,tool:Bash
1753035659,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035712,hook_secs,0,type:pre,tool:Bash
1753035712,hook_pre_tool_use_total,1,tool:Bash
1753035713,hook_secs,1000,type:post,tool:Bash
1753035713,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035742,hook_secs,0,type:pre,tool:Bash
1753035742,hook_pre_tool_use_total,1,tool:Bash
1753035796,hook_secs,0,type:post,tool:Bash
1753035796,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035839,hook_secs,0,type:pre,tool:Bash
1753035839,hook_pre_tool_use_total,1,tool:Bash
1753035841,hook_secs,0,type:post,tool:Bash
1753035841,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035881,hook_secs,0,type:pre,tool:Bash
1753035881,hook_pre_tool_use_total,1,tool:Bash
1753035884,hook_secs,0,type:post,tool:Bash
1753035884,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035911,hook_secs,0,type:pre,tool:Bash
1753035911,hook_pre_tool_use_total,1,tool:Bash
1753035919,hook_secs,0,type:post,tool:Bash
1753035919,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035939,hook_secs,0,type:pre,tool:Bash
1753035939,hook_pre_tool_use_total,1,tool:Bash
1753035946,hook_secs,0,type:post,tool:Bash
1753035946,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035952,hook_secs,0,type:pre,tool:Bash
1753035952,hook_pre_tool_use_total,1,tool:Bash
1753035984,hook_secs,0,type:pre,tool:Bash
1753035984,hook_pre_tool_use_total,1,tool:Bash
1753035984,hook_secs,0,type:post,tool:Bash
1753035984,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753035999,hook_secs,0,type:pre,tool:Bash
1753035999,hook_pre_tool_use_total,1,tool:Bash
1753036002,hook_secs,0,type:pre,tool:Bash
1753036002,hook_pre_tool_use_total,1,tool:Bash
1753036003,hook_secs,0,type:post,tool:Bash
1753036003,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036246,hook_secs,0,type:user-prompt-submit,tool:
1753036500,hook_secs,1000,type:pre,tool:Bash
1753036500,hook_pre_tool_use_total,1,tool:Bash
1753036500,hook_secs,0,type:post,tool:Bash
1753036500,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036532,hook_secs,0,type:pre,tool:Bash
1753036532,hook_pre_tool_use_total,1,tool:Bash
1753036532,hook_secs,0,type:post,tool:Bash
1753036532,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036577,hook_secs,0,type:user-prompt-submit,tool:
1753036583,hook_secs,0,type:pre,tool:Bash
1753036583,hook_pre_tool_use_total,1,tool:Bash
1753036607,hook_secs,0,type:post,tool:Bash
1753036607,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036612,hook_secs,0,type:pre,tool:Bash
1753036612,hook_pre_tool_use_total,1,tool:Bash
1753036612,hook_secs,0,type:post,tool:Bash
1753036612,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036618,hook_secs,0,type:pre,tool:Bash
1753036618,hook_pre_tool_use_total,1,tool:Bash
1753036624,hook_secs,0,type:post,tool:Bash
1753036624,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036631,hook_secs,0,type:pre,tool:Bash
1753036631,hook_pre_tool_use_total,1,tool:Bash
1753036634,hook_secs,0,type:post,tool:Bash
1753036634,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036640,hook_secs,0,type:pre,tool:Bash
1753036640,hook_pre_tool_use_total,1,tool:Bash
1753036641,hook_secs,0,type:post,tool:Bash
1753036641,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036653,hook_secs,0,type:pre,tool:Bash
1753036653,hook_pre_tool_use_total,1,tool:Bash
1753036656,hook_secs,0,type:post,tool:Bash
1753036656,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036666,hook_secs,0,type:pre,tool:Bash
1753036666,hook_pre_tool_use_total,1,tool:Bash
1753036676,hook_secs,0,type:post,tool:Bash
1753036676,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036682,hook_secs,0,type:pre,tool:Bash
1753036682,hook_pre_tool_use_total,1,tool:Bash
1753036682,hook_secs,0,type:post,tool:Bash
1753036682,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036690,hook_secs,0,type:pre,tool:Bash
1753036690,hook_pre_tool_use_total,1,tool:Bash
1753036699,hook_secs,0,type:post,tool:Bash
1753036699,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036745,hook_secs,0,type:user-prompt-submit,tool:
1753036751,hook_secs,0,type:pre,tool:Bash
1753036751,hook_pre_tool_use_total,1,tool:Bash
1753036935,hook_secs,0,type:pre,tool:Bash
1753036935,hook_pre_tool_use_total,1,tool:Bash
1753036936,hook_secs,0,type:post,tool:Bash
1753036936,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036946,hook_secs,0,type:pre,tool:Bash
1753036946,hook_pre_tool_use_total,1,tool:Bash
1753036949,hook_secs,0,type:post,tool:Bash
1753036949,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753036956,hook_secs,0,type:pre,tool:Bash
1753036956,hook_pre_tool_use_total,1,tool:Bash
1753037083,hook_secs,0,type:pre,tool:Bash
1753037083,hook_pre_tool_use_total,1,tool:Bash
1753037083,hook_secs,0,type:post,tool:Bash
1753037083,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037328,hook_secs,0,type:user-prompt-submit,tool:
1753037368,hook_secs,0,type:pre,tool:Bash
1753037368,hook_pre_tool_use_total,1,tool:Bash
1753037368,hook_secs,0,type:post,tool:Bash
1753037368,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037379,hook_secs,0,type:pre,tool:Bash
1753037379,hook_pre_tool_use_total,1,tool:Bash
1753037380,hook_secs,0,type:post,tool:Bash
1753037380,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037394,hook_secs,0,type:pre,tool:Bash
1753037394,hook_pre_tool_use_total,1,tool:Bash
1753037394,hook_secs,0,type:post,tool:Bash
1753037394,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037400,hook_secs,0,type:pre,tool:Bash
1753037400,hook_pre_tool_use_total,1,tool:Bash
1753037400,hook_secs,0,type:post,tool:Bash
1753037400,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037407,hook_secs,0,type:pre,tool:Bash
1753037407,hook_pre_tool_use_total,1,tool:Bash
1753037407,hook_secs,0,type:post,tool:Bash
1753037407,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037426,hook_secs,0,type:pre,tool:Bash
1753037426,hook_pre_tool_use_total,1,tool:Bash
1753037426,hook_secs,0,type:post,tool:Bash
1753037426,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037441,hook_secs,0,type:pre,tool:Bash
1753037441,hook_pre_tool_use_total,1,tool:Bash
1753037444,hook_secs,0,type:post,tool:Bash
1753037444,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037462,hook_secs,0,type:pre,tool:Bash
1753037462,hook_pre_tool_use_total,1,tool:Bash
1753037462,hook_secs,0,type:post,tool:Bash
1753037462,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037470,hook_secs,0,type:pre,tool:Bash
1753037470,hook_pre_tool_use_total,1,tool:Bash
1753037471,hook_secs,0,type:post,tool:Bash
1753037471,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753037479,hook_secs,0,type:pre,tool:Bash
1753037479,hook_pre_tool_use_total,1,tool:Bash
1753038450,hook_secs,0,type:user-prompt-submit,tool:
1753038677,hook_secs,0,type:user-prompt-submit,tool:
1753038755,hook_secs,0,type:pre,tool:Bash
1753038755,hook_pre_tool_use_total,1,tool:Bash
1753038755,hook_secs,0,type:post,tool:Bash
1753038755,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753038762,hook_secs,0,type:pre,tool:Bash
1753038762,hook_pre_tool_use_total,1,tool:Bash
1753038763,hook_secs,0,type:post,tool:Bash
1753038763,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753038900,hook_secs,0,type:pre,tool:Bash
1753038900,hook_pre_tool_use_total,1,tool:Bash
1753038901,hook_secs,0,type:post,tool:Bash
1753038901,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753038906,hook_secs,0,type:pre,tool:Bash
1753038906,hook_pre_tool_use_total,1,tool:Bash
1753038906,hook_secs,0,type:post,tool:Bash
1753038906,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753038910,hook_secs,0,type:pre,tool:Bash
1753038910,hook_pre_tool_use_total,1,tool:Bash
1753038910,hook_secs,0,type:post,tool:Bash
1753038911,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753039201,hook_secs,0,type:user-prompt-submit,tool:
1753039221,hook_secs,0,type:pre,tool:Bash
1753039221,hook_pre_tool_use_total,1,tool:Bash
1753039223,hook_secs,0,type:post,tool:Bash
1753039223,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753039271,hook_secs,0,type:pre,tool:Bash
1753039271,hook_pre_tool_use_total,1,tool:Bash
1753039273,hook_secs,0,type:post,tool:Bash
1753039273,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040156,hook_secs,0,type:user-prompt-submit,tool:
1753040162,hook_secs,0,type:pre,tool:Bash
1753040162,hook_pre_tool_use_total,1,tool:Bash
1753040164,hook_secs,0,type:post,tool:Bash
1753040164,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040170,hook_secs,0,type:pre,tool:Bash
1753040170,hook_pre_tool_use_total,1,tool:Bash
1753040173,hook_secs,0,type:post,tool:Bash
1753040173,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040184,hook_secs,0,type:pre,tool:Bash
1753040184,hook_pre_tool_use_total,1,tool:Bash
1753040185,hook_secs,0,type:post,tool:Bash
1753040185,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040252,hook_secs,0,type:pre,tool:Bash
1753040252,hook_pre_tool_use_total,1,tool:Bash
1753040252,hook_secs,0,type:post,tool:Bash
1753040252,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040430,hook_secs,0,type:pre,tool:Bash
1753040430,hook_pre_tool_use_total,1,tool:Bash
1753040430,hook_secs,0,type:post,tool:Bash
1753040430,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040469,hook_secs,0,type:pre,tool:Bash
1753040469,hook_pre_tool_use_total,1,tool:Bash
1753040469,hook_secs,0,type:post,tool:Bash
1753040469,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040475,hook_secs,0,type:pre,tool:Bash
1753040475,hook_pre_tool_use_total,1,tool:Bash
1753040475,hook_secs,0,type:post,tool:Bash
1753040475,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040522,hook_secs,0,type:pre,tool:Bash
1753040522,hook_pre_tool_use_total,1,tool:Bash
1753040522,hook_secs,0,type:post,tool:Bash
1753040522,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040571,hook_secs,0,type:pre,tool:Bash
1753040571,hook_pre_tool_use_total,1,tool:Bash
1753040572,hook_secs,0,type:post,tool:Bash
1753040572,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040577,hook_secs,0,type:pre,tool:Bash
1753040577,hook_pre_tool_use_total,1,tool:Bash
1753040578,hook_secs,0,type:post,tool:Bash
1753040578,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040583,hook_secs,0,type:pre,tool:Bash
1753040583,hook_pre_tool_use_total,1,tool:Bash
1753040589,hook_secs,0,type:pre,tool:Bash
1753040589,hook_pre_tool_use_total,1,tool:Bash
1753040661,hook_secs,0,type:pre,tool:Bash
1753040661,hook_pre_tool_use_total,1,tool:Bash
1753040661,hook_secs,0,type:post,tool:Bash
1753040661,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040668,hook_secs,0,type:pre,tool:Bash
1753040668,hook_pre_tool_use_total,1,tool:Bash
1753040668,hook_secs,0,type:post,tool:Bash
1753040668,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040674,hook_secs,0,type:pre,tool:Bash
1753040674,hook_pre_tool_use_total,1,tool:Bash
1753040675,hook_secs,0,type:post,tool:Bash
1753040675,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040681,hook_secs,0,type:pre,tool:Bash
1753040681,hook_pre_tool_use_total,1,tool:Bash
1753040683,hook_secs,0,type:post,tool:Bash
1753040683,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040689,hook_secs,0,type:pre,tool:Bash
1753040689,hook_pre_tool_use_total,1,tool:Bash
1753040690,hook_secs,0,type:post,tool:Bash
1753040690,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040696,hook_secs,0,type:pre,tool:Bash
1753040696,hook_pre_tool_use_total,1,tool:Bash
1753040697,hook_secs,0,type:post,tool:Bash
1753040697,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040702,hook_secs,0,type:pre,tool:Bash
1753040702,hook_pre_tool_use_total,1,tool:Bash
1753040710,hook_secs,0,type:pre,tool:Bash
1753040710,hook_pre_tool_use_total,1,tool:Bash
1753040716,hook_secs,0,type:pre,tool:Bash
1753040716,hook_pre_tool_use_total,1,tool:Bash
1753040718,hook_secs,0,type:post,tool:Bash
1753040718,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040724,hook_secs,0,type:pre,tool:Bash
1753040724,hook_pre_tool_use_total,1,tool:Bash
1753040725,hook_secs,0,type:post,tool:Bash
1753040725,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040732,hook_secs,0,type:pre,tool:Bash
1753040732,hook_pre_tool_use_total,1,tool:Bash
1753040740,hook_secs,0,type:pre,tool:Bash
1753040740,hook_pre_tool_use_total,1,tool:Bash
1753040740,hook_secs,0,type:post,tool:Bash
1753040740,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040745,hook_secs,0,type:pre,tool:Bash
1753040745,hook_pre_tool_use_total,1,tool:Bash
1753040746,hook_secs,0,type:post,tool:Bash
1753040746,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040753,hook_secs,0,type:pre,tool:Bash
1753040753,hook_pre_tool_use_total,1,tool:Bash
1753040755,hook_secs,0,type:post,tool:Bash
1753040755,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040762,hook_secs,0,type:pre,tool:Bash
1753040762,hook_pre_tool_use_total,1,tool:Bash
1753040762,hook_secs,0,type:post,tool:Bash
1753040762,hook_post_tool_use_total,1,tool:Bash,exit_code:0
1753040769,hook_secs,0,type:pre,tool:Bash
